id	BioSample_id	BioSampleAccession	BioSampleAccessionSecondary	BioSampleBioProjectAccession	BioSampleSRAAccession	BioSampleTitle	BioSampleName	BioSamplePackage	BioSampleOrganism	BioSampleOrganismAlt	BioSampleTaxonomyID	BioSampleIsolate	BioSampleCollectedBy	BioSampleCollectionDate	BioSampleGeographicLocation	BioSampleHost	BioSampleHostDisease	BioSampleHostAge	BioSampleHostAgeUnit	BioSampleHostSex	BioSampleHostAnatomicalPart	BioSamplePassageHistory	BioSampleGISAIDAccession	BioSampleGISAIDVirusName	BioSampleSequencedBy	BioSamplePurposeSampling	BioSamplePurposeSequencing	BioSampleCollectionDevice	BioSampleDiagGeneName	BioSamplePCRCtValue	BioSampleIsolationSource	BioSampleLat	BioSampleLatLon	BioSampleLon	BioSampleSubmissionDate	BioSampleModificationDate	BioSamplePublicationDate	BioSampleOrganization	BioSampleComment
1	29612585	SAMN29612585		PRJNA857067	SRS14083986	Pathogen: environmental/food/other sample from Streptococcus agalactiae	KALRO-Sagal2	Pathogen.env.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		KALRO	2021-12-10	Kenya:Laikipia ranch	Camelus dromedarius															mastitis-infection		0.360600 N 36.782000 E		2022-07-08T16:32:14.963	2022-07-22T12:33:30.260	2022-07-08T00:00:00.000	Kenya Agricultural and Livestock Research Organisation
1351	4592920	SAMN04592920		PRJNA315969	SRS1370881	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K51256	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:47.170	2016-04-01T10:52:48.080	2016-03-31T11:55:03.190	University of Oxford
1352	4592919	SAMN04592919		PRJNA315969	SRS1370882	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K51255	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:47.127	2016-04-01T10:52:47.860	2016-03-31T11:55:03.190	University of Oxford
1353	4592918	SAMN04592918		PRJNA315969	SRS1370884	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K51230	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:47.080	2016-04-01T10:52:47.300	2016-03-31T11:55:03.190	University of Oxford
1354	4592917	SAMN04592917		PRJNA315969	SRS1370883	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K51216	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:47.033	2016-04-01T10:52:47.613	2016-03-31T11:55:03.190	University of Oxford
1355	4592916	SAMN04592916		PRJNA315969	SRS1370886	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K51201	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.990	2016-04-01T10:52:46.597	2016-03-31T11:55:03.190	University of Oxford
1356	4592915	SAMN04592915		PRJNA315969	SRS1370888	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K51175	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.937	2016-04-01T10:52:45.953	2016-03-31T11:55:03.190	University of Oxford
1357	4592914	SAMN04592914		PRJNA315969	SRS1370887	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K51157	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.887	2016-04-01T10:52:46.267	2016-03-31T11:55:03.190	University of Oxford
1358	4592913	SAMN04592913		PRJNA315969	SRS1370890	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K51139	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.843	2016-04-01T10:52:45.323	2016-03-31T11:55:03.190	University of Oxford
1359	4592912	SAMN04592912		PRJNA315969	SRS1370895	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K51133	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.800	2016-04-01T10:52:43.720	2016-03-31T11:55:03.190	University of Oxford
1360	4592911	SAMN04592911		PRJNA315969	SRS1370891	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K51118	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.720	2016-04-01T10:52:45.003	2016-03-31T11:55:03.190	University of Oxford
1361	4592910	SAMN04592910		PRJNA315969	SRS1370892	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K51091	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.677	2016-04-01T10:52:44.707	2016-03-31T11:55:03.190	University of Oxford
1362	4592909	SAMN04592909		PRJNA315969	SRS1370894	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50972	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.630	2016-04-01T10:52:44.027	2016-03-31T11:55:03.190	University of Oxford
1363	4592908	SAMN04592908		PRJNA315969	SRS1370893	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50939	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.580	2016-04-01T10:52:44.370	2016-03-31T11:55:03.190	University of Oxford
1364	4592907	SAMN04592907		PRJNA315969	SRS1370896	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50938	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.533	2016-04-01T10:52:43.437	2016-03-31T11:55:03.190	University of Oxford
1365	4592906	SAMN04592906		PRJNA315969	SRS1370897	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50909	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.487	2016-04-01T10:52:43.110	2016-03-31T11:55:03.190	University of Oxford
1366	4592905	SAMN04592905		PRJNA315969	SRS1370898	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50877	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.443	2016-04-01T10:52:42.833	2016-03-31T11:55:03.190	University of Oxford
1367	4592904	SAMN04592904		PRJNA315969	SRS1370904	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50864	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.387	2016-04-01T10:52:40.880	2016-03-31T11:55:03.190	University of Oxford
1368	4592903	SAMN04592903		PRJNA315969	SRS1370899	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50827	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.337	2016-04-01T10:52:42.553	2016-03-31T11:55:03.190	University of Oxford
1369	4592902	SAMN04592902		PRJNA315969	SRS1370900	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50826	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.290	2016-04-01T10:52:42.187	2016-03-31T11:55:03.190	University of Oxford
1370	4592901	SAMN04592901		PRJNA315969	SRS1370901	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50792	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.240	2016-04-01T10:52:41.813	2016-03-31T11:55:03.190	University of Oxford
1371	4592900	SAMN04592900		PRJNA315969	SRS1370906	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50791	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.187	2016-04-01T10:52:40.403	2016-03-31T11:55:03.190	University of Oxford
1372	4592899	SAMN04592899		PRJNA315969	SRS1370903	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50790	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.140	2016-04-01T10:52:41.147	2016-03-31T11:55:03.190	University of Oxford
1373	4592898	SAMN04592898		PRJNA315969	SRS1370902	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50725	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.087	2016-04-01T10:52:41.400	2016-03-31T11:55:03.190	University of Oxford
1374	4592897	SAMN04592897		PRJNA315969	SRS1370905	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50724	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:46.040	2016-04-01T10:52:40.640	2016-03-31T11:55:03.190	University of Oxford
1375	4592896	SAMN04592896		PRJNA315969	SRS1370915	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50709	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.997	2016-04-01T10:52:37.990	2016-03-31T11:55:03.190	University of Oxford
1376	4592895	SAMN04592895		PRJNA315969	SRS1371065	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50708	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.937	2016-04-01T11:21:20.753	2016-03-31T11:55:03.190	University of Oxford
1377	4592894	SAMN04592894		PRJNA315969	SRS1370921	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50669	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.890	2016-04-01T10:52:36.537	2016-03-31T11:55:03.190	University of Oxford
1378	4592893	SAMN04592893		PRJNA315969	SRS1370920	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50525	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.837	2016-04-01T10:52:36.797	2016-03-31T11:55:03.190	University of Oxford
1379	4592892	SAMN04592892		PRJNA315969	SRS1371066	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50492	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.793	2016-04-01T11:21:20.153	2016-03-31T11:55:03.190	University of Oxford
1380	4592891	SAMN04592891		PRJNA315969	SRS1370913	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50466	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.753	2016-04-01T10:52:38.447	2016-03-31T11:55:03.190	University of Oxford
1381	4592890	SAMN04592890		PRJNA315969	SRS1370907	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50442	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.700	2016-04-01T10:52:40.190	2016-03-31T11:55:03.190	University of Oxford
1382	4592889	SAMN04592889		PRJNA315969	SRS1370908	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50441	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.653	2016-04-01T10:52:39.947	2016-03-31T11:55:03.190	University of Oxford
1383	4592888	SAMN04592888		PRJNA315969	SRS1370909	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50426	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.597	2016-04-01T10:52:39.727	2016-03-31T11:55:03.190	University of Oxford
1384	4592887	SAMN04592887		PRJNA315969	SRS1370910	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50415	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.537	2016-04-01T10:52:39.403	2016-03-31T11:55:03.190	University of Oxford
1385	4592886	SAMN04592886		PRJNA315969	SRS1370911	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50414	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.487	2016-04-01T10:52:38.990	2016-03-31T11:55:03.190	University of Oxford
1386	4592885	SAMN04592885		PRJNA315969	SRS1370912	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50387	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.440	2016-04-01T10:52:38.710	2016-03-31T11:55:03.190	University of Oxford
1387	4592884	SAMN04592884		PRJNA315969	SRS1370914	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50365	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.393	2016-04-01T10:52:38.220	2016-03-31T11:55:03.190	University of Oxford
1388	4592883	SAMN04592883		PRJNA315969	SRS1370916	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50364	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.343	2016-04-01T10:52:37.743	2016-03-31T11:55:03.190	University of Oxford
1389	4592882	SAMN04592882		PRJNA315969	SRS1370917	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50342	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.300	2016-04-01T10:52:37.500	2016-03-31T11:55:03.190	University of Oxford
1390	4592881	SAMN04592881		PRJNA315969	SRS1370918	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50227	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.257	2016-04-01T10:52:37.273	2016-03-31T11:55:03.190	University of Oxford
1391	4592880	SAMN04592880		PRJNA315969	SRS1370919	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50223	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.217	2016-04-01T10:52:37.040	2016-03-31T11:55:03.190	University of Oxford
1392	4592879	SAMN04592879		PRJNA315969	SRS1370924	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50222	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.177	2016-04-01T10:52:35.827	2016-03-31T11:55:03.190	University of Oxford
1393	4592878	SAMN04592878		PRJNA315969	SRS1370925	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50167	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.130	2016-04-01T10:52:35.583	2016-03-31T11:55:03.190	University of Oxford
1394	4592877	SAMN04592877		PRJNA315969	SRS1370922	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50146	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.077	2016-04-01T10:52:36.333	2016-03-31T11:55:03.190	University of Oxford
1395	4592876	SAMN04592876		PRJNA315969	SRS1370923	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50145	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:45.017	2016-04-01T10:52:36.083	2016-03-31T11:55:03.190	University of Oxford
1396	4592875	SAMN04592875		PRJNA315969	SRS1370926	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50144	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.973	2016-04-01T10:52:35.297	2016-03-31T11:55:03.190	University of Oxford
1397	4592874	SAMN04592874		PRJNA315969	SRS1370927	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50143	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.923	2016-04-01T10:52:35.073	2016-03-31T11:55:03.190	University of Oxford
1398	4592873	SAMN04592873		PRJNA315969	SRS1370928	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50142	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.870	2016-04-01T10:52:34.860	2016-03-31T11:55:03.190	University of Oxford
1399	4592872	SAMN04592872		PRJNA315969	SRS1370929	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50140	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.820	2016-04-01T10:52:34.597	2016-03-31T11:55:03.190	University of Oxford
1400	4592871	SAMN04592871		PRJNA315969	SRS1370930	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50057	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.763	2016-04-01T10:52:34.357	2016-03-31T11:55:03.190	University of Oxford
1401	4592870	SAMN04592870		PRJNA315969	SRS1370931	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50009	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.667	2016-04-01T10:52:34.093	2016-03-31T11:55:03.190	University of Oxford
1402	4592869	SAMN04592869		PRJNA315969	SRS1370932	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50008	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.617	2016-04-01T10:52:33.873	2016-03-31T11:55:03.190	University of Oxford
1403	4592868	SAMN04592868		PRJNA315969	SRS1370933	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50007	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.573	2016-04-01T10:52:33.653	2016-03-31T11:55:03.190	University of Oxford
1404	4592867	SAMN04592867		PRJNA315969	SRS1370934	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K50006	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.530	2016-04-01T10:52:33.403	2016-03-31T11:55:03.190	University of Oxford
1405	4592866	SAMN04592866		PRJNA315969	SRS1370935	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49986	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.493	2016-04-01T10:52:33.150	2016-03-31T11:55:03.190	University of Oxford
1406	4592865	SAMN04592865		PRJNA315969	SRS1370936	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49981	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.440	2016-04-01T10:52:24.030	2016-03-31T11:55:03.190	University of Oxford
1407	4592864	SAMN04592864		PRJNA315969	SRS1370975	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49970	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.397	2016-04-01T10:52:08.103	2016-03-31T11:55:03.190	University of Oxford
1408	4592863	SAMN04592863		PRJNA315969	SRS1370937	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49969	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.347	2016-04-01T10:52:23.723	2016-03-31T11:55:03.190	University of Oxford
1409	4592862	SAMN04592862		PRJNA315969	SRS1370942	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49965	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.297	2016-04-01T10:52:20.027	2016-03-31T11:55:03.190	University of Oxford
1410	4592861	SAMN04592861		PRJNA315969	SRS1370938	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49933	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.243	2016-04-01T10:52:23.403	2016-03-31T11:55:03.190	University of Oxford
1411	4592860	SAMN04592860		PRJNA315969	SRS1370939	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K49931	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2011	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:55:44.200	2016-04-01T10:52:23.167	2016-03-31T11:55:03.190	University of Oxford
